"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"Ramírez, Miguel Ángel: «Debe hablarse en la cancha; ellos dieron bastantes patadas: Corona». La Jornada. México D. F.: jornada.unam.mx, 2009-11-27.";"Ramírez, Miguel Ángel";"La Jornada";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"México";"México y Centroamérica";;;"–Más que golpeado, dolido. Pero cuando uno está en esta actividad y quiere las cosas grandes, a veces mientras más cuestan, más se unen y más van al frente. Cruz Azul no se va amedrentar por este tipo de situaciones, al contrario"".";"si";"mientras"
"«Ecuador suspenderá la producción de petroleras». El Mercurio. Cuenca: elmercurio.com.ec, 2009-01-09.";;"El Mercurio";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Ecuador";"Andina";;;"Ya ordené al ministro de Minas y Petróleos que recorte toda la producción de Agip, pues mientras más produce más perdemos dinero, dijo y apuntó que el contrato bajo el que opera desde inicios de 2000, no es rentable para el Estado.";"si";"mientras"
"Orce, Irene: «La tiranía de la pereza». Metamorfosis. www.blogs.lavanguardia.com/metamorfosis: blogs.lavanguardia.com/metamorfosis, 2010-02-26.";"Orce, Irene";"Metamorfosis";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Ciencias sociales, creencias y pensamiento";"España";;"Blog";;"Sin embargo, terminamos pagando un alto precio por bailar al son de la pereza. Cuanto más aplazamos una tarea, más nos cuesta empezarla. Al pasar los días, esta situación suele convertirse en fuente de malestar y conflictos, tanto con nosotros mismos como con las personas de nuestro entorno. Bajo la tiranía de nuestra indolencia, dejamos de ser dueños de nuestras decisiones. Y es que cuando eludimos";"si";"cuanto"
"Ariño, Miguel: «Estrategias ""low cost""». Toma de decisiones. www.miguelarino.com: miguelarino.com, 2010-06-03.";"Ariño, Miguel";"Toma de decisiones";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Política, economía y justicia";"España";;"Blog";;"operaciones y en la productividad, y esto no se consigue de la noche a la mañana. Requiere un continuado esfuerzo de aprendizaje. Esfuerzo que puede requerir años. Y si no se presta atención a este pequeño detalle una compañía puede encontrarse que está vendiendo a 100 lo que le cuesta fabricar a 105. Cuanto más venda más pierde. Los éxitos de Wal-Mart, Southwest Airlines o Mercadona no son éxitos repentinos, sino que es el constante esfuerzo durante años por aprender a reducir costes lo que les permite vender a precios bajos. No podemos olvidar que Vueling y Clikair (ambas low cost con sede en Barcelona) tuvieron que fusionarse";"si";"cuanto"
"Cañada, Arsenio: «¡Más notoriedad!». Conexión baloncesto. www.blog.rtve.es/baloncesto: blog.rtve.es/baloncesto, 2010-11-10.";"Cañada, Arsenio";"Conexión baloncesto";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Actualidad, ocio y vida cotidiana";"España";;"Blog";;"habló de muchas cosas, de cómo mejorar muchas actuaciones pero sobre todo salí de aquella sala con una idea clara: ¡nos tenemos que hacer notar, oír! Y eso no se consigue lamentándose, se consigue remando todos en una misma dirección. Periodistas, clubes, entrenadores, jugadores y también vosotros. Cuantos más seamos, más fuerza tendremos.";"si";"cuanto"
"Barone, Orlando: «La diva». Sólo ficciones. Buenos Aires: Sudamericana, 2010.";"Barone, Orlando";"Sólo ficciones";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"Argentina";"Río de la Plata";"Ficción";;"Pero hay algo peor: cuanto más bebe, más siente. Y lo que siente es una pasta pesada en su corazón, algo que lo comprime hasta el límite de romperse. Por eso le gusta la música: calma a las fieras. Tiene todos los conciertos de Albéniz y casi todo Chopin. Los gatos se llaman Federico y La Polonesa;";"si";"cuanto"
"Rolón, Gabriel: Los padecientes. Buenos Aires: Emecé, 2011.";"Rolón, Gabriel";"Los padecientes";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"La verdad. Eso tan deseado y tan temido al mismo tiempo. A veces por maldad, otras por dolor o simplemente porque el tiempo extendió un velo de fatal encubrimiento, yace oprimida y, cuanto más oculta, más fuerte. Porque no sabe morir. Porque puede ser silenciada, ocultada u olvidada, pero aun así clama a su manera por hacerse notar, por gritar su presencia. Omnipresente en su aparente ausencia. Marcando y condicionando el modo de gozar y padecer, de relacionarnos con los otros y con";"si";"cuanto"
"Valdés, Zoé: El todo cotidiano. Barcelona: Planeta, 2010.";"Valdés, Zoé";"El todo cotidiano";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Cuba";"Antillas";"Ficción";;", ahí podía ver todo lo que había filmado. De este modo observé horrorizada a la Sabandija registrando todos mis muebles, rebuscando en mis manuscritos, fotos, documentos. Lo vi encontrar la carta del Nihilista, leer el manuscrito, meter la copia de mi manuscrito en un sobre, escribir la dirección. Mientras más hacía y deshacía, más le resplandecía la cara de júbilo. Entonces advertí que descolgaba el Elegguá de Wifredo Lam y lo guardaba dentro de un maletín.";"si";"mientras"
"Bedoya Madrid, Iván: «Mientras espero». Letralia. Cagua: letralia.com, 2010.";"Bedoya Madrid, Iván";"Letralia";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"Colombia";"Caribe continental";"Ficción";;"que cuando estamos berracos tiramos todo por encima de la cabeza y esto parece la hora llegada según supe indirectamente que comentaban unos vecinos que viven hablando de todo el mundo porque para esto de hablar de la gente sí que sobra la gente. Medio mundo se come a medio mundo y las cosas siguen lo mismo porque mientras más hablan más alborotan el gallinero. Liberación femenina por todos lados es lo que deberían hacer todas las mujeres que como yo viven entre la espada y la pared de una casa polvorienta, de una casa olvidada hasta de las cucarachas. Bueno no mucho de éstas porque he visto una bajando por las cortinas y hormigas en los";"si";"mientras"
"Torre, Wilbert: Todo por una manzana, ocho artistas mexicanos que se comieron Nueva York. México D. F.: Jus, 2010.";"Torre, Wilbert";"Todo por una manzana, ocho artistas mexicanos que se comieron Nueva York";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"México";"México y Centroamérica";"Divulgación";;"importante del Festival de Cine de Sundance. Bajo la Misma Luna, en la que intervino en un rol protagónico, se convirtió en uno de los tres filmes en español más vistos en los Estados Unidos. No ha podido separarse de la televisión, con la que vive una relación de amor y odio: mientras más desea alejarse, más proyectos lo atan a ella. Dirigió La Alegría del Hogar, una serie basada en historias de las muchachas que trabajan en los hogares mexicanos y en 2010 volvió a participar en la Copa Mundial de Futbol con una cápsula llamada Las Manadas de Derbez. También hizo teatro y cine. Presentó";"si";"mientras"
"Giadach Cristensen, Andrea; Moffat Varas, Alejandra: La pobla unión. www.iberescena.org: iberescena.org, 2013-04-30.";"Giadach Cristensen, Andrea; Moffat Varas, Alejandra";"La pobla unión";2010;"Fecha de escritura";"Ficción";"Escrito";"Libro";"Teatro";"Chile";"Chilena";"Ficción";"Fecha de publicación: fecha de descarga del texto fuente";"Es que entre más miro más pena me da, no llanto, algo en el pecho...";"si";"entre"
"Neri Farina, Bernardo: El siglo perdido. Asunción: Editorial Servilibro, 2010.";"Neri Farina, Bernardo";"El siglo perdido";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Paraguay";"Río de la Plata";"Ficción";;"Cuanto más creo saber, más se ahondan mis incertidumbres. Por una certeza, cien incógnitas. La luz nunca es absoluta. Demasiadas sombras se abalanzan desde afuera para sordinar el resplandor. No puedo celebrar un conocimiento nuevo sin que me remuerda una ignorancia vieja.";"si";"cuanto"
"Roncagliolo, Santiago: Tan cerca de la vida. Madrid: Alfaguara, 2010.";"Roncagliolo, Santiago";"Tan cerca de la vida";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Perú";"Andina";"Ficción";;". Incluso con Anaís. Especialmente con Anaís. Le faltaba información para procesar los mensajes. Había datos que no debía descodificar sino intuir, y eso escapaba a sus hábitos de razonamiento. Para Max, las cosas debían afirmarse con claridad o no afirmarse. Las palabras dichas a medias le traían dificultades, y mientras más pensaba en ellas, más oscuras le resultaban.";"si";"mientras"
"Roncagliolo, Santiago: Tan cerca de la vida. Madrid: Alfaguara, 2010.";"Roncagliolo, Santiago";"Tan cerca de la vida";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Perú";"Andina";"Ficción";;"Bebieron otra copa. Esta vez, Max escogió personalmente. Tú querías otra bebida azul, pero él escogió una anaranjada decorada con sombrillitas que le parecía más acorde con su estado de ánimo. Mientras más bebía, más dueño se sentía de su cuerpo, más capaz de aceptar el desafío de tus caderas. Por tu parte, recibías sus progresos con entusiasmo y una alegría casi maternal.";"si";"mientras"
"Zelada, Julio: Mentalidad de triunfador 1. San Salvador: s. n., 2010.";"Zelada, Julio";"Mentalidad de triunfador 1";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"El Salvador";"México y Centroamérica";"Biografía memoria";;"SI FUERA UNA COMPETENCIA DE CLASE MUNDIAL, cuando entiendas esto, nadie te detendrá, recuerda lo que te enseñé meses atrás, sobre la forma de dominar las manos, la mirada, la sonrisa y los movimientos en el escenario; no olvides: Debes tratar que los oyentes deseen seguir escuchándote y recuerda, ""entre más practiques más experto te volverás"".";"si";"entre"
"Zelada, Julio: Mentalidad de triunfador 1. San Salvador: s. n., 2010.";"Zelada, Julio";"Mentalidad de triunfador 1";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"El Salvador";"México y Centroamérica";"Biografía memoria";;"Cuando Diego arribó a la entrada de la calle principal de donde él vivía, de sus ojos comenzaron a rodar varias lágrimas, no lo podía creer, en cada poste de esa calle principal había un cártel que decía: ""Nuestro amigo Diego, el Campeón Centroamericano ha vuelto"". Y cuanto más caminaba, más dicha sentía, pues la gente de su pueblo, feliz lo esperaba y lo recibían con grandes aplausos.";"si";"cuanto"
"Casademont, Esther; Galtés, Mar: El timo de la superwoman. Barcelona: Planeta, 2010.";"Casademont, Esther; Galtés, Mar";"El timo de la superwoman";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;;;"Y cuanto más haces, más puedes. ""Y alguien tiene que encargarse de comprar las bebidas para la fiesta de cumpleaños que celebro con mis amigas"", dice Ana Ribalta.";"si";"cuanto"
"Casademont, Esther; Galtés, Mar: El timo de la superwoman. Barcelona: Planeta, 2010.";"Casademont, Esther; Galtés, Mar";"El timo de la superwoman";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;;;"Me está entrando complejo de dinamo de bicicleta, cuanto más pedaleas más iluminas. ""Eso va con el bicho"", dice mi amiga.";"si";"cuanto"
"Ponce, Àngels: 52 fines de semana con los nietos. Juegos y actividades divertidas para pequeños y mayores. Barcelona: Ediciones Ceac, 2010.";"Ponce, Àngels";"52 fines de semana con los nietos. Juegos y actividades divertidas para pequeños y mayores";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;;;"Adivina quién soy: cuanto más lavo, más sucia voy.";"si";"cuanto"
"Ponce, Àngels: 52 fines de semana con los nietos. Juegos y actividades divertidas para pequeños y mayores. Barcelona: Ediciones Ceac, 2010.";"Ponce, Àngels";"52 fines de semana con los nietos. Juegos y actividades divertidas para pequeños y mayores";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;;;"2. A la mayoría de los bebés les encanta la estimulación del agua y empiezan a patalear, felices. Cuanto más patalean, más alto salpica el agua, así que en cuanto el bebé descubra que sus piernas están haciendo que salpique el agua, se lo va a pasar en grande.";"si";"cuanto"
"De Jorge E., David: Con la cocina no se juega. Barcelona: Random House Mondadori, 2010.";"De Jorge E., David";"Con la cocina no se juega";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;;;"En Lasarte adoran al cliente, y cuanto más exige más gozan los muy leones, pues saben que son así exactamente igual de buenos que el comensal más exigente. Ésa es la fórmula mágica, la síntesis de una labor diaria en la que se reinventa a cada momento cualquier gesto del oficio, ensamblando la cocina de toda la vida con la de los recetarios";"si";"cuanto"
"Balanzá, Rafael: Los asesinos lentos. Madrid: Siruela, 2010.";"Balanzá, Rafael";"Los asesinos lentos";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"El viernes por la tarde me encontré con Valle en el paseo marítimo, delante del hotel Excelsior, tal y como habíamos acordado. Puede decirse que la conversación que mantuvimos fue una especie de prolongación de la primera. Cuanto más hablaba con él, más persuadido quedaba de la solidez y determinación de su propósito. En un momento dado me sentí incapaz de dominar por más tiempo la furia acumulada. Estallé, sin poder evitarlo:";"si";"cuanto"
"Bueno, Mariano: Del huerto a la despensa. Cómo conservar de forma natural tus frutas y hortalizas. Barcelona: Círculo de lectores, 2010.";"Bueno, Mariano";"Del huerto a la despensa. Cómo conservar de forma natural tus frutas y hortalizas";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Divulgación";;"El proceso de secado es muy similar al descrito en el secador solar directo. La única diferencia es que la regulación de la temperatura interior se controla mediante la apertura o el cierre de la trampilla inferior del captador solar o la trampilla superior dispuesta sobre la cámara de secado. Cuanto más abrimos, más rápido circula el aire y la temperatura es más baja.";"si";"cuanto"
"PRESEGAL: SCOM_H11_047. ";"PRESEGAL";"SCOM_H11_047";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"¿sabes? después me los volví a encontrar más tarde / ¿sabes? y ya me dijeron oye vente aquí a nuestra tienda tal y acabé cenando con ellos / ¿sabes? / esas movidas // tienes que / irte a otro lado / la gente aquí al conocerse y ser tan pequeño tío / son todos unos falsos cuanto más conoces a alguien más falsa es la peña con / con ese alguien ¿sabes? / yo ahora si nos conocemos y estamos así jijí jajá no sé qué pimpam / no sé por qué / todo el mundo cuando empieza a coger confianza dice oy vamos a tangarle tal no sé qué / es así / yo lo veo y es así por lo menos";"si";"cuanto"
"Campbell, Federico: «Leonardo Sciascia. La era de la criminalidad». Letras Libres. México D. F.: letraslibres.com, 2010-01.";"Campbell, Federico";"Letras Libres";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";;"Periodicidad: mensual";"No es poca la asociación de ideas y sugerencias e insinuaciones que nos ha consentido la relectura de los libros de Sciascia (Negro sobre negro, El día de la lechuza, Todo modo, La desaparición de Majorana, El caso Moro, El teatro de la memoria), pero lo cierto es que entre más pasa el tiempo más se parecen muchas de nuestras situaciones a la Italia de 1973, cuando se vivía una extraña ""estrategia de la tensión"", es decir, cuando empezaba a producirse una especie de desvanecimiento o desaparición del Estado y empezaban a acumularse unos misterios políticos sobre otros, de raigambre criminal, sin";"si";"entre"
"«Reacciones alérgicas». ABC Digital. Salud. Asunción: abc.com.py/seccion/saludabccolor, 2010-02-11.";;"ABC Digital. Salud";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Paraguay";"Río de la Plata";;"Periodicidad: semanal";"* Los que utilizan gotas nasales todo el tiempo, sienten que su efecto va disminuyendo con el uso, el fenómeno se llama ""taquifilaxis"". Cuanto más usan, más necesitan y el efecto es menor y dura menos. Por ello, se vuelven ""dependientes"" y existen también posibilidades de efectos generales, como la suba de la presión arterial.";"si";"cuanto"
"Aparicio Maydeu, Javier: «Sinfonía de las edades del hombre». El País.com. Babelia. Madrid: elpais.com/suple/babelia, 2010-01-16.";"Aparicio Maydeu, Javier";"El País.com. Babelia";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;;"Periodicidad: semanal";"peso de la novela en la creación misma y arrojándola a la arena del circo literario, oficiando una vez más la ceremonia de la confusión de identidades y (auto)biografías (""el lector puede tener la seguridad de que Adam Walker no es Adam Walker""), inmerso en el juego de ficcionalizar la ficción (""cuanto más hablaba con ellos, más irreales parecían hacerse. Como personajes ficticios de una historia que fuera desarrollándose en mi imaginación"", ""nada de lo ocurrido parecía enteramente real""). En Escribir y ser, Nadine Gordimer, harta ya de que se le pregunte si su protagonista es una nueva máscara autobiográfica, suelta";"si";"cuanto"
"Méndez, Ángel: «Carreras & Capital humano. El diablo está en los 'rankings'». El País.com. Negocios. Madrid: elpais.com/suple/negocios, 2010-12-12.";"Méndez, Ángel";"El País.com. Negocios";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"La polémica está en los detalles. Un 40% de la puntuación final del FT depende de lo que hoy ganan los antiguos alumnos encuestados. Cuanto más cobran, más puntos recibe la escuela. Un método que levanta sospechas. John Byrne, creador hace 22 años del ranking más antiguo, el de BusinessWeek, escribió el pasado julio lo que muchos piensan. ""El problema es que se mide aquello que es fácil de enumerar, estadísticas en exámenes de acceso (GMAT";"si";"cuanto"
"García, Jesús: «Un miedo subjetivo». El País.com. Madrid: elpais.com, 2010-01-06.";"García, Jesús";"El País.com";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"Existe otro elemento curioso. En la encuesta barcelonesa, los vecinos de todos los distritos perciben más seguridad en su barrio (6,2 sobre 10) que en el resto de la ciudad (5,6). ""Cuanto más conoces un terreno, más seguro te sientes. La gente que vive en zonas incluso conflictivas sabe lo que hay y no se deja llevar por fantasías o miedos infundados"".";"si";"cuanto"
"Xalok: «""Todo lo que me suena a familiar me aburre""». Público.es. Madrid: publico.es, 2010-03-16.";"Xalok";"Público.es";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;;;"Cuanto más publico más me sepulto bajo mi obra, como el personaje. Un personaje que consigue saciar toda su ambición es muy poco interesante. Me parece más oportuno que se conforme con poco.";"si";"cuanto"
"López, Berto: «Cómo crear un blog WordPress profesional con hosting propio». Rubín, Raquel; López, Berto: Ciudadano 2.0. www.ciudadano2cero.com: ciudadano2cero.com, 2011-10-25.";"Rubín, Raquel; López, Berto";"Ciudadano 2.0";2011;"Fecha de escritura";"No ficción";"Escrito";" ";"Ciencias y tecnología";"España";;"Blog";;"Con la cuenta gratuita dispones solamente de una selección muy limitada cuando con una instalación propia puedes usar los que nos dé la gana. Eso sí, hay que tener en cuenta que cuantos más uses, más recursos de memoria y procesador va a requerir tu instalación, un tema muy importante a tener en cuenta a la hora de contratar la modalidad de alojamiento adecuada. Volveremos luego a este tema.";"si";"cuanto"
"Tomé López, César: «El lado oscuro de los antioxidantes». Experientia docet. www.experientiadocet.com: experientiadocet.com, 2011-01-27.";"Tomé López, César";"Experientia docet";2011;"Fecha de escritura";"No ficción";"Escrito";" ";"Salud";"España";;"Blog";;"Cuanto más avanza la investigación más dudas aparecen sobre los beneficios de los antioxidantes, y cada vez más concretas. Veamos unos ejemplos, sin ánimo de ser exhaustivos.";"si";"cuanto"
"Marshall, Horacio: Enigma para famélicos. Buenos Aires: Sudamericana, 2011.";"Marshall, Horacio";"Enigma para famélicos";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"con esa mujer que adoraba con locura, pero había optado por prohibírselo, había elegido sacrificar cualquier goce al dominio de su voluntad. Parecía insólito, pero era el síntoma de una cruel maquinación: seguro de que ahí estaría su mayor compensación, invertía una férrea disciplina en convencerse de que, cuanto más deseara, más fuerte se volvería su obsesión y mayor su poder sobre esa mujer a la hora de castigarla por lo que había hecho. Ese era su secreto, inusual en una relación de pareja, pero ciertamente efectivo y digno de Las mil y una noches. Eso convertía a Agustini en un insatisfecho, en un criminal";"si";"cuanto"
"Álvarez, Sergio: 35 muertos. Bogotá: Alfaguara, 2011.";"Álvarez, Sergio";"35 muertos";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"terminar tan rápido. Tiene toda la razón, me reí mientras me ponía en cuatro. Sentí las manos grandes y callosas de Vicente apretarme las nalgas y sentí cómo entraba de nuevo y como volvía a embestir. Clavé la cara contra la almohada y empecé a gritar y a llorar y a morderla. Mientras más gritaba y más mordía la pobre almohada, más embestía Vicente, hasta que llegó el momento en que no pude aguantar y un caudal tibio empezó a salir de mí y fue a estrellarse contra el que Vicente intentaba dejarme. Quedé como muerta, tirada boca abajo contra las cobijas y gasté un buen rato en";"no";"mientras"
"Álvarez, Sergio: 35 muertos. Bogotá: Alfaguara, 2011.";"Álvarez, Sergio";"35 muertos";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"cómo se acomodaba y soltaba un quejido mientras yo entraba. Empezó a subir y bajar y yo me agarré duro de la colchoneta hasta que ella se cansó de estar arriba y me pidió que me pusiera encima. Empezamos a separarnos y juntarnos y a apretarnos y a rasguñarnos y era como si mientras más chocáramos, más juntos estuviéramos, y mientras más separados estuviéramos, más ganas tuviéramos de volver a estar pegados. Nuestros gemidos crearon una comunicación nueva que ambos aprendimos al mismo tiempo, el estremecimiento final de ella fue la única prueba de amor que necesité para estar satisfecho, y mi última sacudida, la única demostración";"si";"mientras"
"Álvarez, Sergio: 35 muertos. Bogotá: Alfaguara, 2011.";"Álvarez, Sergio";"35 muertos";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"que alguien dudara de mi masculinidad. Aprendí que no era necesario tener pareja para bailar, el perico que metía lo emparejaba con vodka, el vodka lo neutralizaba con más perico y, cuando no estaba bailando, me sentaba con los cacacenos y, mordiéndome la lengua, hablaba bobadas con ellos y confirmaba que mientras más pasaba la noche más frágiles se volvían. El mundo parecía perfecto, la música seguía sonando, las drogas eran una bendición, el sexo no tenía barreras y nosotros teníamos el control de varias vidas ajenas y no había nadie capaz de arrebatárnoslo. Héctor tenía razón: los dos comerciantes, apenas confirmaron que no";"si";"mientras"
"Álvarez, Sergio: 35 muertos. Bogotá: Alfaguara, 2011.";"Álvarez, Sergio";"35 muertos";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"l wokitoki, revisé la marca y, como llegó la policía, lo escondí. En una cafetería me dejaron lavarme la cara y ahí mismo me senté y seguí mirando el wokitoki mientras me preguntaba cómo podía haber llegado hasta el lugar de la explosión. No sabía qué hacer, no sabía qué pensar y mientras más pensaba, más me confundía y decidí que lo único sensato era volver a la clínica. ¡Le dije que no viniera por acá!, gritó JJ apenas me vio. Mire, le dije y le mostré el wokitoki. JJ se rió. ¿Qué creía, que nos pagaban toda esa plata sólo por dar";"si";"mientras"
"Ariza, Libardo José; Iturralde, Manuel: Los muros de la infamia: prisiones en Colombia y en América Latina. Bogotá: Universidad de los Andes, Facultad de Derecho, CIJUS, Ediciones Uniandes, 2011.";"Ariza, Libardo José; Iturralde, Manuel";"Los muros de la infamia: prisiones en Colombia y en América Latina";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"Colombia";"Caribe continental";;"En la edición electrónica manejada falta texto (p.132)";"que implícitamente legitima la prisión, que abre las puertas a las multinacionales de la seguridad, que invita a la adopción del nuevo ethos de la penalidad neoliberal y sus discursos sobre el crimen y el castigo (Wacquant, 2002). Foucault decía que el fracaso de la prisión es su triunfo más sonoro. Cuánto más fracase la prisión más tiempo estará entre nosotros pues la ""reforma de la prisión es casi contemporánea de la prisión misma. Es como su programa"" (1989: 235).";"si";"cuanto"
"Serbiá, Xavier: Pregúntale a Xavier. Respuestas a preguntas reales de finanzas personales. Doral: Aguilar, 2011.";"Serbiá, Xavier";"Pregúntale a Xavier. Respuestas a preguntas reales de finanzas personales";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"Puerto Rico";"Antillas";;;"Observa que, dependiendo del índice, el pago mensual del préstamo con interés variable puede ser mayor o menor que el del préstamo con interés fijo. Entre más suba el índice, más alto será el pago, y viceversa.";"si";"entre"
"Volpi, Jorge: Leer la mente. El cerebro y el arte de la ficción. Madrid: Alfaguara, 2011.";"Volpi, Jorge";"Leer la mente. El cerebro y el arte de la ficción";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Académico";;"consiste en hacerse preguntas sobre ella como si fuese otra voz quien las formula. Incontables novelistas laboran así -a veces en silencio, a veces rasgando la blancura de sus cuadernos-, cuestionando sin fin los secretos de sus personajes, semejantes a quien, en expresión de Günter Grass, pela obstinadamente una cebolla. Entre más escarbemos, más oportunidades tendremos de sacar a la luz ricos tesoros o, en otros casos, la putrefacción de algún cadáver. De eso se trata: si bien la ficción es esencialmente un visor de futuros posibles, tampoco hay que desdeñar su poder para desenterrar imperios olvidados. No se equivocaba Brian Boyd cuando, en On the";"si";"entre"
"Cormillot, Adrián: La comida no engorda. Buenos Aires: Planeta, 2012.";"Cormillot, Adrián";"La comida no engorda";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Salud";"Argentina";"Río de la Plata";"Divulgación";;"- Mientras antes tomemos la decisión de prevenir y cambiar, mejor. El cuerpo está preparado para subir de peso; por lo tanto, cuanto más sobrepeso tengamos y cuanto más tardemos en tomar medidas más difícil será bajar de peso.";"si";"cuanto"
"Guix, Xavier: ¡Cuánto te quiero! Estilos afectivos y miedo al compromiso. Madrid: Aguilar, 2011.";"Guix, Xavier";"¡Cuánto te quiero! Estilos afectivos y miedo al compromiso";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;;;"La meta espiritual del matrimonio, cuenta Pierrakos, es permitir que el alma se revele y que pueda estar siempre en la búsqueda del otro para poder eternamente descubrir nuevos paisajes en él o ella. Mientras más suceda esto más feliz será el matrimonio y sus raíces serán más firmes y seguras corriendo menos riesgos de un final triste.";"si";"mientras"
"Yanes, Javier: Si nunca llego a despertar. Barcelona: Plaza & Janés, 2011.";"Yanes, Javier";"Si nunca llego a despertar";2011;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"los detenga. Si quieren entrar en nuestro cuarto por la noche, lo harán. No podemos hacer nada para impedirlo. Pero hay algo que sí podemos hacer para vencerlos: no tenerles miedo. Ellos se alimentan de nuestro miedo. Así que podemos combatirlos riéndonos en sus feas caras. Y cuanto más intenten asustarnos, más nos reiremos. Cuando sintáis que el miedo os empieza a dominar, reíd, reíd a carcajadas y ya veréis cómo lográis vencerlo.";"si";"cuanto"
"Artigau i Queralt, Marc: «Cajas». Creación injuve: Textos teatrales Marqués de Bradomín. www.injuve.es: injuve.es, 2013-05-16.";"Creación injuve";"Textos teatrales Marqués de Bradomín";2011;"Fecha de escritura";"Ficción";"Escrito";"Libro";"Teatro";"España";;"Ficción";"Fecha de publicación: fecha de descarga del texto fuente. Accésit del Premio Textos Teatrales Marqués de Bradomín 2011";"PABLO: Cuanto más miro la caja, más miedo me da.";"si";"cuanto"
"Fundación Española para la Ciencia y la Tecnología (FECYT): Percepción social de la ciencia y la tecnología 2010. Madrid: MIC, 2011.";"Fundación Española para la Ciencia y la Tecnología (FECYT)";"Percepción social de la ciencia y la tecnología 2010";2011;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"España";;"Divulgación";;"son suficientes, demasiados, o escasos. Muñoz-van den Eynde (2011) ha encontrado que el conocimiento influye en cómo perciben los ciudadanos la ciencia y la tecnología. Sin embargo, de los análisis realizados surge una conclusión diferente a la planteada en el modelo de déficit cognitivo; es decir, no se trata de que ""cuanto más sabes más lo quieres"", sino ""cuanto más sabes, más probable es que puedas opinar"". De todo esto parece derivarse la importancia de considerar cómo valoran los españoles la formación científica y técnica recibida (gráfico 9). En general, se puede afirmar que la población española tiene una visión negativa de";"si";"cuanto"
