"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"Moix, Terenci: El arpista ciego. Una fantasía del reinado de Tutankamón. Barcelona: Planeta, 2002.";"Moix, Terenci";"El arpista ciego. Una fantasía del reinado de Tutankamón";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Cuanto más hablaba más confundido sentíase él, hasta el punto de que su cuerpo parecía encogerse, como aplastado por una losa de dimensiones desconocidas.";"si";"cuanto"
"Moix, Terenci: El arpista ciego. Una fantasía del reinado de Tutankamón. Barcelona: Planeta, 2002.";"Moix, Terenci";"El arpista ciego. Una fantasía del reinado de Tutankamón";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Y cuanto más ascendía, más gritaba:";"si";"cuanto"
"Filosi, Analía: «Las voces que marcarán el camino». El Pais digital. Sábado Show. Montevideo: elpais.com.uy/ediciones-anteriores/Suple/SabadoShow, 2002-11-02.";"Filosi, Analía";"El Pais digital. Sábado Show";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Uruguay";"Río de la Plata";"Entrevista";"Periodicidad: semanal";"N: Siempre decimos que, por sobre todas las cosas, la competencia no es con los compañeros sino con uno mismo. Si vos decaés en tu rendimiento en el trabajo, el que se perjudica es uno, no tus compañeros. Cuanto más trabajás, más rendís; cuanto más rendís, más alto llegás. La base de todo es el trabajo. Si vos nos trabajás y decís ""yo canto divino, canto bárbaro entonces no necesito exigirme"", ahí quedó mi carrera, soy mediocre. Tengo que laburar a pesar de que todo el mundo me diga """;"si";"cuanto"
"Filosi, Analía: «Las voces que marcarán el camino». El Pais digital. Sábado Show. Montevideo: elpais.com.uy/ediciones-anteriores/Suple/SabadoShow, 2002-11-02.";"Filosi, Analía";"El Pais digital. Sábado Show";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Uruguay";"Río de la Plata";"Entrevista";"Periodicidad: semanal";"N: Siempre decimos que, por sobre todas las cosas, la competencia no es con los compañeros sino con uno mismo. Si vos decaés en tu rendimiento en el trabajo, el que se perjudica es uno, no tus compañeros. Cuanto más trabajás, más rendís; cuanto más rendís, más alto llegás. La base de todo es el trabajo. Si vos nos trabajás y decís ""yo canto divino, canto bárbaro entonces no necesito exigirme"", ahí quedó mi carrera, soy mediocre. Tengo que laburar a pesar de que todo el mundo me diga ""vos cantás divino"", tengo que";"si";"cuanto"
"Fernández-París, Juanma: «Verano de película». El Nuevo Día. San Juan: elnuevodia.com, 2002-06-02.";"Fernández-París, Juanma";"El Nuevo Día";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Puerto Rico";"Antillas";"Crítica";;"El año pasado marcó el comienzo oficial del nuevo milenio, pero en Hollywood, mientras más cambian las cosas, más se quedan igual. Durante las últimas semanas, los analistas de venta de taquillas quedaron anonadados con el éxito taquillero de Spider-Man. ¡La primera película en recaudar más de cien millones en un fin de semana! Esto es un evento histórico único que revolucionará la industria y jamás será duplicado.";"si";"mientras"
"«Enigmas científicos». ABC Color. Asunción: abc.com.py, 2002-11-15.";;"ABC Color";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Paraguay";"Río de la Plata";"Reportaje";;"cuerpo sumergido en un fluido actúa una fuerza vertical, dirigida hacia arriba, llamada empuje. Al sumergir un cuerpo, por ejemplo en agua, aparentemente el cuerpo sumergido en el líquido pierde peso, o lo que es lo mismo, el líquido ejerce una fuerza hacia arriba tratando de desalojar al objeto. Cuanto más pesa éste, más será el empuje del agua hacia arriba. Si el objeto es menos denso, por supuesto, éste flota en el agua porque el empuje del fluido es mayor.";"si";"cuanto"
"Cruz Luna, Francisco Javier: «¿Podemos conocer a Dios?». El informador. Guadalajara: informador.com.mx, 2002-05-28.";"Cruz Luna, Francisco Javier";"El informador";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Opinión";;"Al tercer día Simónides regresó nuevamente y pidió más tiempo. Y así transcurría éste, y Simónides no tenía la respuesta. Un día el rey, decepcionado, le reclamó al filósofo, pero éste le explicó: ""Majestad, mientras más pienso, más grande vislumbro a Dios y más inalcanzable para mi inteligencia humana"".";"si";"mientras"
"«Los barrios de Sonsonate constituyen la división física y social más antigua de su casco urbano». Hablemos. San Salvador: elsalvador.com/hablemos, 2002-02-24.";;"Hablemos";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"El Salvador";"México y Centroamérica";;;"Nada yace inmóvil, intacto ni permanece igual para siempre; sin embargo, se dice que entre más cambian las cosas, más continúan siendo lo mismo.";"si";"entre"
"«Versátil y poco conocido cineasta triunfa en Hollywood». Expreso.ec. Guayaquil: diario-expreso.com, 2002-09-16.";;"Expreso.ec";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Ecuador";"Andina";;;"Nelson dijo que mientras más ha dirigido, más interesante se le ha hecho la actuación. Agregó que tantas responsabilidades se acumulan en un director que sólo actuar era refrescante y le liberaba la mente para pensar en su personaje.";"si";"mientras"
"Sámano, José: «""Con lo que tenía, debía haber firmado a Karpin""». El País. Madrid: elpais.com, 2002-12-02.";"Sámano, José";"El País";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;"Entrevista";;"R. Muchos técnicos piensan que cuanto más griten, más tacos digan y más multan pongan más le respetan. No es así. El respeto en el fútbol es la sabiduría del entrenador. Si tú sabes y convences al jugador tienes el respeto. Si él ve que no sabes, por mucho que hables en la prensa, grites y te cagues en no";"si";"cuanto"
"«El tuerto». Revista Medicina General. Madrid: Sanidad y Ediciones, 2002-11-03.";;"Revista Medicina General";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"España";;;;"Woody Allen es un genio. Nos lo hemos tomado siempre como en broma, rarito él, esperpéntico. Fue y es un incomprendido, un adelantado. Pero el tío ha hecho unas películas que cuanto más veo, más gozo. Me he hecho súbitamente consciente de lo bien que caricaturiza la sociedad real de todos los días. El otro día, viendo una de sus películas, me partía el pecho a reír cuando, para tranquilizar a su mujer, que le hablaba sin parar y no sabiendo cosa mejor que hacer, le";"si";"cuanto"
"««En España nos ha tocado ser los primeros científicos modernos»». La Razón. Madrid: Grupo Planeta, 2002-09-02.";;"La Razón";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;;"— ¿Jamás! Lo mejor está por llegar. La Ciencia tiene algo maravilloso y es que, cuanto más sabes y más avanzas, más te queda por descubrir.";"si";"cuanto"
"««En España nos ha tocado ser los primeros científicos modernos»». La Razón. Madrid: Grupo Planeta, 2002-09-02.";;"La Razón";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;;"un grupo de indios sentados delante de una hoguera. El científico es el sabio de la tribu, el anciano, y cuenta historias que empiezan siempre así: «Hace mucho tiempo, cuando el mundo era joven...» Todos escuchan mientras hacen sus cosas, trabajan en las pieles o en la madera, y cuanto más oyen contar esas historias más les gustan y más quieren seguir oyéndolas. «Hace mucho tiempo, cuando el mundo era joven...»";"si";"cuanto"
"«José Rico». La Ratonera. El Entrego: Oris Teatro, 2002-05-03.";;"La Ratonera";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;;"Periodicidad: trimestral";"R. Con información, un poco de raciocinio y mucha nutrición. Algunas veces te topas con el personaje de forma inmediata y otras, las más, comienzas a buscar, a acumular información y cuanto más intentas acercarte a él más se aleja de ti. Entonces entras en una dinámica de búsqueda obsesiva: comes, duermes, cenas, te duchas buscando a ese ""cabrón"" que se te resiste y un día sin saber como, hay algo que te hace ""clic"" en tu cabeza, y de repente";"si";"cuanto"
"«Fotografía. Tere Recarens». El Cultural. Madrid: elcultural.es, 2002-10-17.";;"El Cultural";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;;;"ya lejano 1996. Ésta consistía en unas pasarelas en un equilibrio inestable sobre las cuales se habían dispuesto estantes con jarrones y vasos de cristal. El transeúnte al desplazarse las hacia tambalear y... los objetos de cerámica y cristal caían al suelo. ¡Qué guay! La gente saltaba y saltaba, cuanto más brincaba, más piezas se rompían... Pero esto no es todo. Luego, uno observaba una inocencia y una ternura infinita que es el reverso exacto del supuesto gesto dadaísta: en las entrevistas y en la prensa, la artista explicaba que tenía un novio maravilloso, hablaba de su mamá, se emocionaba de su";"si";"cuanto"
"Neuman, Andrés: Una vez Argentina. Barcelona: Editorial Anagrama, 2003.";"Neuman, Andrés";"Una vez Argentina";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"Blanca. Y esta formulación, en boca o pluma suya, se convierte en una sobrecogedora declaración de amor hacia su tío Luis y hacia la vida: se nota que mi abuela Blanca, al escribir su carta, con más de ochenta años de edad, pensaba todavía en vivir muchos más. Y, cuanto más viviera, más tiempo lo querría.";"si";"cuanto"
"Barría, Mauricio: El peso de la pureza. www.dramaturgianacional.cl: Consejo Nacional de la Cultura y las Artes, 2012-11-16.";"Barría, Mauricio";"El peso de la pureza";2003;"Fecha de estreno";"Ficción";"Escrito";"Libro";"Teatro";"Chile";"Chilena";"Ficción";"Fecha de publicación: fecha de descarga del texto fuente";"HIJA: Mientras más afirmas tu paternidad más se desvanece.";"si";"mientras"
"Aldana, Claudia: Happy hour. Santiago de Chile: Planeta, 2003.";"Aldana, Claudia";"Happy hour";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Chile";"Chilena";"Ficción";;"Es que todo nos servía. Una imagen a la pasada en una película, una aventura de la nana de mi amiga compartida en la complicidad de la cocina de la Feña. Obsesivas compulsivas. Mientras más creíamos saber, más confundidas quedábamos. Cómo, si es tan feo, una se atreve a hacer con él tantas cosas y tiene tantas ganas de volver a encontrárselo. Por qué crece, si con eso sólo hace más difícil la tarea, si nosotras estropeamos una caja entera de tampones del grosor de";"si";"mientras"
"Delgado Vera, José Amado: Yvate. Asunción: El Lector, 2003.";"Delgado Vera, José Amado";"Yvate";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Paraguay";"Río de la Plata";"Ficción";"El texto fuente presenta muchos errores de acentuación. No se ha corregido ningún caso";"Herminio, cuanto más pensaba, más se daba cuenta que con su ayudante tenía realmente un problema grave, su ayudante podía comportarse como el cónsul camaleónico buscando vengarse y hasta podía llegar a la inconcebible pretensión de considerarse merecedor de la parte substraída. Si aplicaba una punición, que es lo que el incorrecto se merecía, su";"si";"cuanto"
"Delgado Vera, José Amado: Yvate. Asunción: El Lector, 2003.";"Delgado Vera, José Amado";"Yvate";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Paraguay";"Río de la Plata";"Ficción";"El texto fuente presenta muchos errores de acentuación. No se ha corregido ningún caso";"sintió como alcanzado por un rayo, el rayo de la pasión. Raquel era apenas una niña señorita, pero con un cuerpo espectacular de parar el tránsito, como dicen los muchachos, Abelardo no pudo apartarla de su mente ni de su deseo. Comenzó a seguirla discretamente, al comienzo, pero cuanto más pasaba el tiempo más iba aproximándose y no tardó a que ella se diera cuenta de que estaba siendo seguida, se asustó un poco al darse cuenta de que alguien estaba siempre atrás de ella, pero también se sintió lisonjeada, ella era pura vanidad. Abelardo poco a poco fue aproximándose y llegó";"si";"cuanto"
"Dujovne Ortiz, Alicia: Anita cubierta de arena. Buenos Aires: Alfaguara, 2003.";"Dujovne Ortiz, Alicia";"Anita cubierta de arena";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"mula hay que saberla llevar porque se empaca y hay que tirarle de la brida por esas piedras. El caballo resiste menos pero sabe qué hacer. Es más una persona. Que José cierre los ojos y le permita a su cabalgadura saltar sobre los grandes escalones de roca resbaladiza que van bordeando el abismo. Cuanto más suben, más se desnuda la verdad. Garibaldi traga saliva. Es la talla de Anita lo que le causa vértigo. Estos picos agudos con la cabeza en las nubes son ella de pie sobre la barca.";"si";"cuanto"
"Arango, Gustavo: La risa del muerto. Santo Domingo: Editorial Gente, 2003.";"Arango, Gustavo";"La risa del muerto";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"A veces se me ocurre que todo esto es una trampa, porque mientras más digo es más lo que me queda por decir. Pero cómo dejar por fuera de esta relación desganada -mucho más si se sabe que es la última- a otras gentes que han venido a mi memoria y que también sirvieron a los intereses del misterio: el autor de la oda inmortal, por ejemplo,";"si";"mientras"
"Araújo, Helena: Las cuitas de Carlota. Barcelona: March Editor, 2003.";"Araújo, Helena";"Las cuitas de Carlota";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"la modista o recién lavado en seco -que en realidad tengo escondido desde hace días. Pero aun así, no creas, al saludar siento que a cada momento meto la pata: la voz se me pone chillona y me río sin motivo o hago comentarios que no van al caso. Luego, entre más hablo y más me río, más me asusto, pensando que Esteban, o Tita, o Myriam, o la visita, o hasta los niños notan algo. Por suerte ahí mismo debo organizar la comida y la acostada; la repetición de la repetidera de los sábados idénticos.";"si";"entre"
"Araújo, Helena: Las cuitas de Carlota. Barcelona: March Editor, 2003.";"Araújo, Helena";"Las cuitas de Carlota";2003;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;", sí, como siempre que pillo a algún interlocutor silencioso, me da por hablar a borbotones, empatando una idea con la otra; tanto quiero decir que me atoro, cuando no me da por atropellar, acelerar, arremeter y de puro afán repetirme. Virgen Santa, toda esa palabrería me atosiga, pero entre más quiero callar más garlo, de modo que estoy todavía en lo del rojismo cuando va a salir, por Dios, ya saldrá, ya salió el último tren para Ginebra, tal como se ve en un tablero electrónico del café de la estación. Ay, ay, un tablero que Ese ha venido observando mientras yo";"si";"entre"
