"source"	"ID_sentence"	"date"	"url"	"sentence"	"cor_manual"	"Cita_traducción"	"Interrumpida"	"Introductor"	"Comparativos"	"Modificados"	"Función_Scomp_prótasis"	"Función_Scomp_apódosis"	"SV_prótasis"	"SV_apódosis"	"Tiempo_verbal_prótasis"	"Tiempo_verbal_apódosis"	"Modo_verbal_prótasis"	"Modo_verbal_apódosis"	"Marco_sintáctico_oración"	"Interpretación_tanto_tanto"
"Orbyt"	"31683_1"	"2010-05-21"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-25183138"	"cuanto más notable es una obra de arte más difícil resulta colocarla, incluso deshacerse de ella."	"normal"	"no"	"no"	"cuanto"	"más_más"	"Adj_Adj"	"Atr"	"Ptvo"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"32893_1"	"2010-02-01"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22151038"	"más se trabaja, más fácil es todo."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_más"	"V_Adj"	"CC"	"Atr"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"33595_1"	"2009-11-26"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-21261649"	"tanto se desgasta sarkozy en el elíseo, tanto adquiere oxígeno strauss-kahn en la distancia de washington, aunque sus aspiraciones tienen que sobreponerse a las voces contestatarias del partido socialista -ségolène royal y françois hollande son un ejemplo- y despejar las dificultades logísticas."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V/N"	"CC"	"CC/OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"33701_1"	"2009-11-18"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-21148868"	"cuanto más dinero se recaude, más fondos podrán destinarse a la lucha contra el sida, puesto que pierre bergé, compañero del difunto ysl, va a consagrar los beneficios obtenidos a los proyectos terapéuticos y de investigación relacionados con la enfermedad."	"normal"	"no"	"no"	"cuanto"	"más_más"	"N_N"	"S"	"S"	"V"	"V_"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"33944_1"	"2009-10-29"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-19960124"	"más crece la tecnología, menos se hace necesario el factor humano en los talleres."	"amonesca"	"no"	"no"	"NA"	"más_menos"	"V_V/Adj"	"CC"	"CC/Ptvo"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"34532_1"	"2009-06-23"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-16360668"	"más la hacía sonar, menos tiempo le quedaba de vida."	"amonesca"	"no"	"no"	"NA"	"más_menos"	"V_N"	"CC"	"S"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"34834_1"	"2009-05-11"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-14661638"	"más cine veo, más ganas tengo de continuar haciéndolo."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_más"	"N_N"	"OD"	"OD"	"V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"34980_1"	"2009-04-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35178820"	"el problema es que semejante lógica se resentía de una contradicción: más hombres amaba, menos tiempo tenía para admirarlos."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_menos"	"N_N"	"OD"	"OD"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"35014_1"	"2009-04-16"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35177783"	"más se ayunaba, más se privaba al organismo de las necesidades mundanas."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"35342_1"	"2009-02-16"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35151085"	"«a nicolas sarkozy, en realidad, le interesa una oposición fuerte», señala a el mundo un consejero allegado del presidente: «una democracia es más sólida cuando más sólida es también la oposición, la alternativa."	"inversa"	"traduce_francés"	"no"	"cuando"	"más_más"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"SVComp"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"35626_1"	"2009-01-24"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35142409"	"cuanto más lo sea, más sana será nuestra democracia», añadía el telegénico presidente."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"V_Adj"	"Atr"	"Atr"	"V"	"VS"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"35702_1"	"2009-01-20"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35140724"	"más se trabaja [el perineo], más sólido es el edificio del cuerpo humano."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_Adj"	"CC"	"Atr"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"36486_1"	"2008-11-04"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35263343"	"más tiempo pasa, más gente se da cuenta de la necesidad de este cambio."	"amonesca"	"traduce_inglés"	"no"	"NA"	"más_más"	"N_N"	"S"	"S"	"V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"36775_1"	"2008-10-11"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35252138"	"más tiempo pasa, más se agiganta la sombra de pablo ruiz picasso, aunque nunca hasta ahora se le había organizado una encerrona de semejantes dimensiones y pretensiones."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"37602_1"	"2008-06-27"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35206641"	"más se complica una salida negociada al conflicto del programa nuclear, más va elevarse la factura del crudo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"38132_1"	"2008-04-22"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-34926391"	"tanto el presidente alardea de sus conquistas viriles (carla bruni), tanto sus compatriotas consumen vorazmente los pormenores de la relación y esperan las novedades."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"39851_1"	"2008-01-09"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-34860580"	"más se aclaran las cosas, más se complican."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"40510_1"	"2007-11-22"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29358259"	"parís.- cuantos menos trabajadores se adhieren a la huelga, peor funcionan los transportes."	"normal"	"no"	"no"	"cuanto"	"menos_peor"	"N_V"	"S"	"CC"	"V_"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"40576_1"	"2007-11-20"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29353518"	"parís.- cuanto peor, mejor."	"normal"	"no"	"no"	"cuanto"	"peor_mejor"	"Adj_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"41356_1"	"2007-09-24"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29259867"	"parís.- la república franco-sarkozyana emana del esfuerzo y de la meritocracia: tanto demuestras, tanto vales, tanto ganas."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto_tanto"	"V_V_V"	"OD"	"OD_OD"	"V"	"V/V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"41558_1"	"2007-09-14"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29242107"	"había 150 periodistas a las puertas de la sede de la fia, pero la proliferación de informadores, de cámaras y de expertos no hizo sino redundar en la  rumorología y en las especulaciones: más tiempo transcurría, más se temía una sanción ejemplar del organismo supremo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"41594_1"	"2007-09-10"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29235830"	"empezando por la flexibilización de la jornada de las 35 horas, vigente desde 1998 a iniciativa del socialista jospin y motivo de escarnio en los mítines del actual presidente, cuyo lema abrió de par en par las orejas de la clase empresarial: más horas de trabajo, más riqueza."	"interesante"	"traduce_francés"	"no"	"NA"	"más_más"	"N_N"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"42729_1"	"2007-05-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29021109"	"ségolène royal asume una bisexualidad psíquica: cuanto más hiperfemenina, más severa."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"Adj_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"44719_1"	"2007-01-05"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28835805"	"más grande es el rival, más grande es uno mismo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"45326_1"	"2006-11-18"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29344103"	"tanto las encuestas favorecían sus opciones, más obstáculos le colocaba la vieja guardia en el camino."	"amonesca"	"no"	"no"	"NA"	"tanto_más"	"V_N"	"CC"	"OD"	"SV"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"45565_1"	"2006-11-02"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29319576"	"«la explicación es fácil: más candidatos quieren entrar, más posibilidades tenemos de mejorar el nivel de los soldados», señalaba al herald tribune el teniente coronel rascle."	"amonesca"	"traduce_inglés_o_francés"	"no"	"NA"	"más_más"	"N_N"	"S"	"OD"	"V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"46578_1"	"2006-06-22"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29106752"	"cuantas más acciones estén en sus manos, menos viable será que pueda concretarse la aparición de un enemigo extranjero en el territorio francés."	"normal"	"no"	"no"	"cuanto"	"más_menos"	"N_Adj"	"S"	"Atr"	"V_"	"VS"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"51314_1"	"2005-04-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28991290"	"más tiempo pasaba, más gente aparecía en san pedro."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_N"	"S"	"S"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"59080_1"	"2001-11-30"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-30036888"	"obviamente, cuantos más controles se hacen, más positivos surgen, pero ello no implica que italia sea un país de mayor incidencia."	"normal"	"traduce_italiano"	"no"	"cuanto"	"más_más"	"N_N"	"S"	"S"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"61508_1"	"2000-12-18"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-30063567"	"puede resultar una contradicción, pero a menos nieve, más accidentes."	"normal"	"traduce_italiano"	"no"	"a"	"menos_más"	"N_N"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"El Confidencial"	"108_1"	"2020-07-12"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-07-12/iglesias-nacionalismo-elecciones-12-j_2678899/"	"tanto ha apoyado iglesias a otegi, tanto los votantes han preferido la reputación genuina de la marca 'abertzale' sobre la impostura y oportunismo de pablo."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"pretérito perfecto compuesto"	"pretérito perfecto compuesto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"126_1"	"2020-06-11"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-06-11/mascarilla-nueva-inquisicion_2634064/"	"más las sociedades se globalizan, más desarrollan un modelo de corrección que degenera en oscurantismo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"SV"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"127_1"	"2020-06-08"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-06-08/el-gobierno-chapotea-en-el-fango-del-8-m_2627867/"	"tanto intenta camuflarlo, tanto se identifican las trampas de la tramoya y se complican las versiones exculpatorias."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"127_3"	"2020-06-08"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-06-08/el-gobierno-chapotea-en-el-fango-del-8-m_2627867/"	"más arena echa el gobierno para cubrirlo, más grande se hace el agujero."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_Adj"	"OD"	"Ptvo"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"132_1"	"2020-06-15"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-06-15/inmortalidad-sanchez-siete-razones_2638115/"	"más grande es la amenaza ficticia, más se relativiza la tragedia de la pandemia y se hipnotiza al ciudadano con un cielo de globos sonda."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"149_1"	"2020-05-20"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-05-20/tahur-sanchez-vampiriza-ciudadanos-prorroga-estado-alarma_2602852/"	"tanto cs le ponía como condición inexcusable renunciar a la tiranía de los 30 días, tanto sánchez se aseguraba la mitad del periodo."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"150_1"	"2020-05-18"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-05-18/ayuso-sanchez-comunidad-madrid-gobierno_2597855/"	"más muertos se amontonan, más cunden la irresponsabilidad y la simplificación."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"191_1"	"2020-02-28"	"https://www.elconfidencial.com/cultura/2020-02-28/exposicion-mapfre-escultura_2472764/"	"más arcaicos se proponen rodin y giacometti, más cerca están el uno del otro y más impresiona su dimensión vanguardista."	"amonesca"	"no"	"no"	"NA"	"más_más_y_más"	"Adj_Adv_y_V"	"Ptvo"	"CC_y_CC"	"VS"	"VS/VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"20_1"	"2021-01-15"	"https://www.elconfidencial.com/cultura/2021-01-15/divos-opera-derriten-filomena-jonas-kaufmann_2909895/"	"más frío hacía fuera, más calor se procuraba el graderío madrileño de tanto aplaudir a los divos, de reclamarles propinas y de celebrarse un complot contra los elementos y la hostilidad exterior."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_N"	"OD"	"OD"	"V_"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"200_1"	"2020-02-24"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-02-24/pedro-sanchez-pablo-iglesias-rasputin-gobierno-coalicion_2466992/"	"más presidencialista se hace sánchez, más pablo iglesias se transforma en un jefe de gobierno."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Ptvo"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"208_2"	"2020-01-27"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-01-27/toros-escandalo-plaza-tauromaquia_2428299/"	"tanto las sociedades se amaneran, edulcoran, infantilizan, estandarizan y amuerman, tanto resulta atractivo y provocador asomarse al vértigo que propone un acontecimiento transgresor y vanguardista."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V/Adj"	"CC"	"CC/Ptvo"	"SV"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"211_1"	"2020-01-20"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-01-20/pedro-sanchez-tres-plagas_2418007/"	"más espantoso es el enemigo, más se justifican los excesos para combatirlo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"217_1"	"2020-01-24"	"https://www.elconfidencial.com/cultura/2020-01-24/the-young-new-pope-papa-iglesia-hbo_2422755/"	"tanto ha trivializado jorge mario bergoglio la liturgia, la poética, tanto el misterio de la fe se degrada al prosaísmo de una ong o al prosaísmo de una misión desmitificada."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"pretérito perfecto compuesto"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"218_1"	"2020-01-21"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-01-21/emergencia-emergencia-emergencia_2421211/"	"tanto ribera anunciaba el apocalipsis —y los remedios mesiánicos—, tanto la comparecencia desdibujaba la enjundia de emergencias domésticas."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"244_1"	"2019-11-24"	"https://blogs.elconfidencial.com/espana/no-es-no/2019-11-24/consultas-amanadas-cesarismo-asambleario_2349496/"	"más autoritarios son los partidos, más recurren a fórmulas asamblearias de fogueo para disimular el cesarismo."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"280_1"	"2019-09-30"	"https://blogs.elconfidencial.com/espana/no-es-no/2019-09-30/cataluna-estado-espanol-derecho-independencia_2260992/"	"tanto se avalan los planes terroristas de los cdr —así los han descrito la fiscalía y el juez—, tanto se declara la guardia civil como una fuerza de ocupación y se profana la separación de poderes: el poder legislativo y el poder ejecutivo catalanes amortajan con la estelada el cadáver del poder judicial."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"35_1"	"2020-12-14"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-12-14/mejor-aliado-sanchez-oposicion_2870323/"	"y porque el énfasis hiperbólico del pp —gobierno filoetarra, tiranía bolivariana, régimen comunista— permite al propio sánchez recrearse en la estrategia disuasoria: más exagera la oposición en la idea del bolchevismo, más el líder socialista oculta sus verdaderas fechorías."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"40_1"	"2020-11-27"	"https://www.elconfidencial.com/cultura/2020-11-27/escribir-mano-caligrafia_2849200/"	"tanto se cuestiona la utilidad de escribir, tanto me parece más necesario reivindicarla."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto más"	"V_V/Adj"	"CC"	"CC/Ptvo"	"VS"	"Comp_V_Comp_S"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"42_1"	"2020-11-22"	"https://www.elconfidencial.com/espana/2020-11-22/pablo-iglesias-pedro-sanchez-otegi-bildu-erc_2842524/"	"tanto suscribe los presupuestos con el psoe, tanto los enmienda aliándose con la pandilla soberanista de esquerra y bildu."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V_"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"estática"
"El Confidencial"	"43_1"	"2020-11-18"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-11-18/sanchez-escapista-pacto-bildu-psoe-presupuestos_2837468/"	"tanto se le preguntaba a sánchez por el abrazo de arnaldo, tanto el presidente del gobierno eludía mencionar al partido ultra."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V_"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"43_2"	"2020-11-18"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-11-18/sanchez-escapista-pacto-bildu-psoe-presupuestos_2837468/"	"más partidos se adhieren a las cuentas de la emergencia, más puede disimularse la joroba de otegi en el aquelarre de la coalición de investidura."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V_"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"49_1"	"2020-11-23"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-11-23/diaz-ayuso-milagro-madrid-coronavirus-incidencia_2843360/"	"más se requería la cooperación de las administraciones, más recurrían ambos a la estrategia del encubrimiento."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"50_2"	"2020-11-20"	"https://www.elconfidencial.com/cultura/2020-11-20/don-delillo-silencio-apagon_2839352/"	"tanto se encomienda la civilización a la tecnología, tanto el apagón amenaza la civilización en su virtualidad, aunque las cavilaciones de de lillo en boca de sus personajes —neoyorquinos ilustrados todos ellos, élites de manhattan— no se recrea en el terror como en las conjeturas filosóficas."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"50_3"	"2020-11-20"	"https://www.elconfidencial.com/cultura/2020-11-20/don-delillo-silencio-apagon_2839352/"	"tanto se renueva y tanto los autores de cada época quieren sumarse a ella, tanto parece claro que el apocalipsis siempre está a punto de llegar, pero no termina de llegar nunca, por mucho que la cuarta guerra mundial la libremos con piedras y hachas."	"amonesca"	"no"	"no"	"NA"	"tanto_y_tanto_tanto"	"V_y_V_V/Adj"	"CC_y_CC"	"CC/Ptvo"	"V/VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El Confidencial"	"51_1"	"2020-11-16"	"https://blogs.elconfidencial.com/espana/no-es-no/2020-11-16/partido-socialista-obsceno-espanol_2832983/"	"más sanchista es el psoe en su vacío ideológico y en su escrúpulo ético, más se expone a su evisceración."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"6_1"	"2021-02-01"	"https://blogs.elconfidencial.com/espana/no-es-no/2021-02-01/ayatola-pablo-iglesias-control-gobierno-prensa_2929971/"	"más lejos se lleva la 'boutade', más aprovecha el líder socialista para fomentar la polarización y encubrir las fechorías que realmente depauperan la salubridad de la democracia."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adv_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"75_1"	"2020-10-02"	"https://www.elconfidencial.com/cultura/2020-10-02/glenn-gould-ventrilocuo_2769652/"	"y más alcanza a conocerse por dentro, más se acerca a las dimensiones metafísicas de la partitura."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V_"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
